LIMIT_BAL,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,label
50000,44,50893,28527,29241,28513,1800,1500,1200,1203,0
70000,37,66759,68200,72972,71248,2518,5950,0,1782,0
500000,38,600,300,501,300,0,501,300,600,0
200000,31,0,0,0,0,0,0,0,0,0
250000,40,44930,137101,90801,0,120041,4435,0,1069,0
140000,26,131367,146193,140202,144035,17000,0,11400,550,1
70000,28,41264,41799,37887,37876,2112,1200,758,6736,0
90000,48,77604,73317,71334,67009,1700,4000,1600,1600,0
100000,43,2491,1709,574,556,1709,574,556,2306,0
190000,31,177554,180633,172914,130139,7600,6303,4137,3502,0
230000,42,6865,15111,13165,0,15111,13165,0,10500,0
320000,39,93768,91523,91579,91193,3317,3506,4218,5000,0
220000,36,396,1648,792,396,1648,792,0,396,1
260000,34,16426,6088,4663,3885,6277,4663,4140,4414,0
90000,32,573,0,0,0,157,0,0,0,0
30000,43,28703,26622,24022,24368,1300,2,1608,0,0
260000,30,98560,100980,222102,108724,4000,11900,207,2003,0
170000,28,28304,17616,308,0,4000,308,0,0,0
80000,28,8574,9434,10038,10040,1203,1047,248,408,1
50000,41,508,672,226,390,1000,390,1000,220,0
200000,47,203183,202961,194449,196814,7521,7000,7000,7128,0
20000,23,16440,20417,18333,18848,7403,0,820,1025,0
250000,49,66,0,0,120,0,0,120,6,0
20000,38,15912,17272,20565,20705,1623,3916,750,0,0
30000,38,20344,21705,22537,24161,2000,1500,2000,1500,0
90000,35,23132,22474,28067,27320,0,6000,0,4500,0
230000,46,221590,227397,230302,186635,10000,9000,8000,8000,0
130000,33,19161,20544,22704,22304,2000,3000,0,0,1
30000,53,0,0,0,0,0,0,0,0,0
160000,35,396,396,396,0,396,396,0,793,0
500000,43,3959,0,285138,249445,0,285138,4989,100,0
180000,28,42238,38741,36696,35813,2500,2000,1128,2500,0
80000,30,21507,13207,13997,10914,1700,1400,200,1000,0
120000,26,884,0,0,10446,0,0,10446,0,0
130000,31,1261,1261,1261,1411,1261,1261,1411,930,0
120000,35,240,240,240,240,240,240,240,240,1
360000,28,20223,52962,3978,1743,53228,3997,1750,2853,0
50000,23,29509,30741,31438,31924,2000,1500,1300,1300,1
20000,23,18355,20259,19534,16467,2900,10,577,430,0
100000,56,94265,53376,85787,78762,2385,88678,2169,2634,0
70000,32,68739,67629,69188,68392,3060,3300,2610,2750,0
50000,47,13917,16695,21320,18614,3000,5000,2000,618,0
10000,22,10250,8558,10525,10050,0,2126,390,328,0
290000,34,93844,97708,103066,104864,6000,7000,5000,7000,0
30000,31,16496,17522,18531,18744,1597,1606,819,1000,0
410000,27,-58,32991,36465,44310,33049,16000,8700,18775,0
360000,28,1210,820,64644,125984,390,75720,62520,17000,1
140000,42,111496,112133,69529,70804,6022,3021,5012,5112,1
210000,32,67374,69489,70937,71761,3200,3200,2600,2900,0
220000,27,1692,13250,433,1831,13250,433,1831,0,0
20000,27,18649,18066,19040,19446,0,1594,1000,1606,0
620000,45,160837,156839,160440,163781,0,6200,6000,6000,1
360000,26,-8,-8,-8,-8,0,0,0,1685,0
20000,21,18763,14410,13771,362,14410,0,28,22073,0
50000,23,34549,18552,19334,18165,2836,1200,13000,1500,0
50000,30,97538,49187,17518,17710,2454,1588,780,803,0
10000,46,4073,6394,6143,6908,2400,0,871,0,1
100000,50,53849,55030,61574,62470,2050,7500,2500,0,1
50000,26,2411,3059,2333,1800,3068,2440,1807,2204,0
60000,25,480,1675,3630,578,1675,2500,578,4825,0
440000,35,330759,337794,274075,252584,13100,11000,10000,9000,0
120000,44,92007,87939,82094,59105,5417,2847,2066,1919,0
50000,52,3257,4166,0,0,1000,0,0,318,0
110000,40,92638,90905,95768,97004,600,7300,3700,3700,0
200000,38,399,0,0,0,0,0,0,218,0
150000,28,0,0,0,0,0,0,0,0,0
30000,36,28778,28039,28286,27533,0,1000,0,1100,1
100000,24,30092,30486,30178,29735,1553,5000,87,14761,0
360000,34,12339,10138,23912,9785,10000,13912,9785,0,0
390000,31,50620,43220,44237,46495,5000,3000,3000,2000,0
220000,41,-65,-65,-65,-65,0,0,0,0,1
160000,25,0,0,0,0,0,0,0,0,0
230000,28,2403,7357,9752,12608,7357,2566,3000,1000,0
120000,27,52437,50473,45087,35424,5024,5000,5000,4000,0
100000,52,4657,6068,6418,6781,1500,1000,1000,0,1
190000,41,28204,0,16500,0,0,16500,0,26854,1
50000,56,50715,51073,28185,28842,2500,1500,1100,2000,1
240000,42,0,6370,0,0,6370,0,0,0,0
40000,24,35285,36714,37356,38184,2000,1600,1401,1607,0
630000,47,37850,68187,1207,2632,38187,1207,2632,8654,0
160000,33,5233,5393,1824,350,5401,1829,350,150,0
110000,32,65299,74565,78516,79829,11000,5800,3200,3200,0
20000,29,17208,18419,0,0,2055,0,0,0,0
210000,53,57192,58472,59658,60466,2800,2753,2400,2255,0
270000,34,5780,12006,15736,6621,12006,5736,6621,2457,0
360000,52,640,2113,-6,999,2231,0,1005,948,0
60000,42,631,2790,1758,416,2790,1758,416,416,0
360000,38,108351,111201,63146,63723,8005,8004,5000,5000,0
390000,45,834,155,-1690,4240,1,1693,6940,7,0
250000,35,7244,8472,1738,6706,8514,1751,6739,2403,0
90000,24,13141,14526,15482,18219,1600,1500,3000,5000,1
360000,28,7071,401,3545,10540,1510,3575,10573,10155,0
50000,26,35429,30626,30241,20284,1537,1947,800,1000,0
270000,40,18751,5706,0,0,1000,0,0,0,0
200000,29,55788,8360,4897,5065,8394,4927,5089,19561,0
50000,23,49809,50364,38429,18815,2040,2766,1690,1000,0
350000,33,10900,10478,-22,-22,10530,0,0,0,0
160000,60,3128,5156,1089,489,5156,1089,0,3177,1
80000,49,3367,4641,2290,1459,4641,2290,1459,6764,0
290000,53,279610,282024,282508,284660,13000,10200,10265,8803,1
270000,28,475,475,5691,37526,475,5691,34000,14000,0
80000,31,5994,32223,8308,4082,13647,8314,4082,0,0
50000,36,5197,6015,6615,7131,1300,1100,1000,500,0
30000,35,7797,2687,8762,3377,2687,8765,3390,2040,0
30000,28,0,780,0,0,780,0,0,0,1
90000,33,35785,29155,27485,29266,15155,5485,5263,8598,0
160000,26,1433,3746,30258,1036,3757,30348,1044,21636,0
80000,53,77766,77954,78512,60452,4000,2374,2007,2500,0
50000,42,50300,50898,49111,48943,2200,1600,1700,1700,0
20000,25,14603,15661,16394,16723,1600,1300,600,1600,0
220000,43,0,0,0,0,0,0,0,0,1
210000,25,8817,23634,21776,9631,23776,0,9631,1561,1
130000,29,131575,130931,132969,45584,6700,6000,1291,1319,0
260000,31,5841,23194,62361,67057,23194,50000,11500,17024,0
230000,30,30341,25981,24092,65840,5000,5000,65840,2000,0
160000,34,83255,83912,85161,85715,4000,3924,3200,3300,0
50000,35,34976,6018,13930,7106,1127,1074,215,249,0
80000,32,48747,45955,44989,41358,2145,1844,2009,5017,0
110000,46,56700,57875,59044,59756,2681,2724,2287,2362,0
200000,43,144678,140804,136437,135253,5090,5014,5009,4844,0
360000,29,268112,263368,259969,255832,9429,8738,7017,7154,0
210000,31,0,0,0,0,0,0,0,0,0
80000,24,79243,75254,58683,58886,3249,3000,5000,2500,0
300000,36,-475,5191,4606,2303,10000,0,0,2768,1
310000,43,23396,24182,25135,25095,1426,1379,867,898,0
30000,59,390,390,390,390,390,390,390,390,1
170000,53,17862,17927,18800,17647,1323,1196,544,563,0
140000,28,26450,28823,28171,28740,3007,0,924,2070,0
180000,31,0,0,0,0,0,0,0,0,0
50000,34,22746,22099,24121,23437,0,2700,0,2200,0
50000,36,9214,10359,7350,7500,1351,1500,150,0,0
110000,24,40882,35428,39680,44097,2000,5000,5000,0,0
450000,36,3996,9120,8528,0,9120,8528,0,6368,0
200000,34,390,390,390,561,390,390,561,390,0
220000,43,44177,25736,19292,18900,1006,32906,18900,13580,0
360000,29,3280,0,0,0,0,0,0,0,1
50000,37,48226,48727,46228,46755,2000,1684,1601,2000,0
40000,23,36650,29541,26190,26710,0,1435,955,993,0
190000,37,115049,117856,119570,116284,6000,5000,0,9000,0
150000,33,21724,23168,23320,24085,2100,1200,965,64,0
200000,37,0,0,0,0,0,0,0,595,0
270000,56,137807,123769,104377,106651,5000,5000,3953,4500,0
60000,25,58839,53235,38533,39639,2018,1900,2000,1500,0
200000,39,80833,79100,70764,71629,3315,3088,2572,2559,0
150000,39,36146,36184,37511,33080,3000,3000,3000,2500,0
180000,28,340,-120,420,460,0,1000,500,460,0
90000,27,7624,0,0,0,0,0,0,0,0
360000,37,0,0,0,0,0,0,0,166,0
90000,24,491,0,0,0,0,0,0,0,0
20000,24,13168,13888,14900,15916,1237,1249,1265,0,0
70000,46,60040,55274,51766,51757,2600,1800,2000,3140,0
230000,39,660,660,660,660,660,660,660,660,0
30000,48,29434,28960,29022,29201,1465,2000,1033,1200,0
200000,45,4430,7182,3855,3411,7193,3855,3411,6788,0
100000,49,1440,0,0,0,0,0,0,0,0
50000,23,26795,28056,29284,30487,2000,2000,2000,4000,0
20000,25,16591,16442,6401,4300,1155,1000,0,1304,0
210000,47,0,0,0,0,0,0,0,0,0
110000,56,46486,35758,34323,30452,4086,1428,1318,2171,0
20000,44,550,228,0,228,228,0,228,0,0
50000,49,5630,6629,5918,6918,1107,1000,1000,1500,0
50000,41,21986,21520,20979,19894,1362,1294,682,680,0
400000,40,60125,1981,4521,20472,1981,4521,20500,77000,0
170000,31,56364,58132,59171,55888,3000,3000,2000,3000,0
280000,42,148363,148432,151310,141937,6900,6867,5500,5500,0
130000,28,100143,50456,50000,0,2500,1000,0,0,0
210000,32,46255,50486,54019,58091,5000,5000,5000,4500,0
370000,28,276436,239025,149128,48907,20000,13000,5000,10000,0
30000,31,29493,19433,18782,19006,3200,0,742,1000,0
150000,39,214450,147280,150000,0,5180,5000,0,0,0
60000,31,35369,35320,0,0,1027,0,0,0,1
80000,24,77615,77303,66396,55639,3100,2586,2000,2500,0
280000,44,186149,181779,192189,195517,0,15000,8000,7000,1
20000,46,21075,20795,20206,19617,0,0,0,0,0
270000,32,0,0,1100,300,0,1100,300,0,0
240000,26,14348,7500,7816,7500,1000,7816,7500,7500,0
20000,22,20137,20179,18067,18666,1300,1301,900,900,0
450000,42,-200,-200,0,42000,0,200,42000,0,1
10000,33,8177,9131,9669,7624,2500,1145,1000,1000,0
280000,39,2082,3557,5623,5400,3597,5672,5427,3885,1
290000,27,13820,15614,16293,7760,2000,1300,0,2000,0
190000,28,46923,48666,49347,50386,2500,2000,3000,2000,1
80000,23,53261,38091,19744,14556,4500,2011,3105,0,0
280000,28,427,298,1179,1714,0,1179,1714,1290,0
160000,33,14150,8106,12431,12145,8106,12431,12145,13391,0
90000,40,42856,44925,0,787,3114,0,787,1457,1
140000,37,1034,40000,0,0,40000,0,0,0,0
50000,22,5137,5960,6270,6000,1300,1000,120,200,0
40000,32,24114,25417,28777,29107,2000,4110,1100,1200,0
130000,43,130067,129385,96775,98071,5540,4403,3814,3562,0
70000,27,61611,62711,63695,63926,3011,3095,2000,4600,0
30000,35,25078,25538,25880,25873,1500,1387,893,1000,0
100000,35,97002,102698,97997,103384,8200,0,8000,0,0
20000,30,5766,7511,7678,7318,2000,500,0,500,1
30000,34,99568,32326,31840,37075,33000,33000,5810,1325,0
20000,34,12857,14183,14890,15642,1541,1248,1000,1000,1
100000,28,96193,82342,81967,82177,3600,3800,3000,3000,1
30000,25,2400,2400,2400,2400,0,0,0,0,1
320000,41,97797,99672,101953,102284,4520,5050,3590,3700,0
90000,42,64762,63164,32789,31641,0,2900,0,2500,1
190000,40,145613,156765,159386,161870,15000,6600,6500,6500,1
200000,28,71989,122129,147936,149573,52129,30000,6000,6000,0
300000,31,3345,1083,4339,7423,1087,4355,7423,0,0
30000,56,29033,17013,7024,7024,1283,7024,7024,7024,0
110000,45,26650,20787,20566,21158,1532,2000,783,3000,0
230000,29,0,0,1024,0,0,1024,0,0,0
230000,35,4259,5432,6182,0,1250,1000,0,0,0
310000,28,106468,108955,112374,54762,8000,6000,5000,5000,0
320000,40,247276,241167,238196,231580,10000,10000,10000,19000,0
360000,47,1548,-32,177639,174397,0,177671,3508,4876,0
20000,41,780,0,732,642,0,732,300,1000,1
170000,27,162671,166202,161973,167201,7500,6000,10000,7000,0
140000,40,123049,125616,129695,130735,4310,5913,4426,4580,0
80000,32,51372,51872,47593,43882,1853,1700,1522,1548,0
150000,35,60015,72227,51364,54340,20000,30000,54340,0,0
170000,27,1170,780,0,0,0,0,0,0,0
200000,29,159398,156955,132144,119136,6163,4530,4500,5000,1
70000,30,55664,59529,57571,57871,5800,0,2250,4500,0
320000,37,43528,498,429,14257,500,431,14328,5439,0
150000,29,0,0,0,0,0,0,0,0,0
50000,34,27966,28539,11597,6611,1267,1553,7511,1000,0
90000,34,8792,7500,0,0,0,0,0,0,0
280000,41,28026,41302,51500,35752,41346,52110,35752,3955,0
300000,31,43610,43280,36156,30305,1655,1797,750,0,0
400000,40,0,8235,0,0,8235,0,0,1524,0
200000,27,5780,105,105,0,105,105,0,7384,0
10000,22,8109,9778,8259,0,2000,1036,0,0,1
50000,30,52515,51424,49967,20036,0,0,2000,1000,1
30000,22,22582,26518,25814,25110,4600,0,0,0,0
50000,26,15448,16392,18096,18425,1500,2000,1500,1200,1
50000,38,58102,59011,56272,53663,2500,2500,2000,2000,0
30000,46,12289,11806,13268,12758,0,1970,0,1000,0
20000,24,10476,7279,688,688,1000,688,0,0,0
20000,49,16326,17497,18456,18424,1441,1400,368,376,0
50000,49,17681,18249,18054,18569,1611,2000,780,1000,0
30000,42,47912,25023,25768,26410,1755,1500,1000,1909,0
360000,30,18886,14249,3821,2404,0,3828,2000,319,0
170000,42,0,1690,0,0,1690,0,0,0,0
400000,31,203,767,664,1250,770,667,1256,0,0
50000,49,34962,32275,31253,32014,1613,2000,1500,2000,0
160000,27,80964,80337,82182,82586,4000,4000,3500,4000,0
70000,33,69418,68943,38783,3758,2382,2025,1000,25,1
150000,35,0,0,0,0,0,0,0,0,0
80000,48,45174,41885,42832,23799,3000,3413,2000,5000,0
30000,22,23892,28459,25499,25778,5300,0,1000,3352,0
10000,22,7960,9649,8518,8628,2000,1000,500,1500,1
180000,27,0,3338,3333,3333,3338,3333,3333,3333,0
320000,47,9192,13920,4022,316,13942,4022,316,8420,0
80000,34,25935,27210,28783,30003,2000,2338,2000,0,0
10000,45,7139,8416,9815,9508,1400,1700,0,400,1
360000,39,12865,4462,19560,8894,4484,19623,222,5355,0
450000,33,-14,2568,-387,-387,2582,0,0,0,0
330000,29,49549,133957,128212,79407,90000,3000,5000,8875,0
60000,29,546,255,464,1173,0,500,1000,0,1
50000,26,9935,11029,12795,9983,1234,2000,297,1000,0
200000,38,152856,156104,158279,161934,6000,5000,5000,5000,0
120000,34,1278,639,621,-18,0,621,0,0,0
160000,37,316,316,0,316,316,0,316,632,0
110000,57,46132,41050,40091,40659,2306,2111,3009,1725,0
70000,50,27345,-1041,17571,17920,1041,18862,640,663,0
150000,28,101593,101886,101441,100829,4000,4032,3410,4000,0
610000,31,142764,126606,67887,58397,6540,2100,2150,50000,0
110000,25,92849,94766,93894,85723,4346,4075,3144,3238,0
80000,25,17330,19258,23416,22768,3000,4790,0,816,1
170000,33,109863,79574,78440,80141,4380,3000,3000,3000,0
110000,30,1064,2001,3796,0,2007,3796,0,0,0
140000,51,56764,57950,57668,55024,2115,2004,1941,2073,0
70000,51,43048,43257,44115,41112,3000,4000,0,1500,0
260000,46,29484,28592,16869,12713,10000,3000,12713,10420,0
170000,38,21310,22957,24266,25556,2000,2000,2000,5000,0
50000,34,10821,11877,13656,14949,1221,2000,1500,2000,0
300000,34,280823,275303,271952,193403,11000,12000,7200,6500,1
150000,31,390,390,390,4825,390,390,4825,5202,1
50000,25,37647,37102,36238,36374,0,0,1000,0,1
50000,26,0,0,1756,2719,0,1756,1000,1537,0
90000,25,84710,87334,87862,18889,4000,3258,1000,0,0
50000,26,48036,46787,42011,19147,2100,1227,383,2000,1
500000,43,43346,43976,39032,29092,4006,2383,1126,782,0
470000,36,873,1593,1518,285,1005,1000,285,688,0
230000,58,110163,112499,114837,116400,5600,5700,5000,1855,0
140000,26,4113,6030,16025,24616,2000,16025,24616,1000,0
230000,30,9636,10152,1817,-828,1222,1837,0,7863,1
420000,31,25103,21330,16024,9603,1509,1067,3061,2210,0
30000,24,31319,31181,31540,31016,1564,1800,1100,1500,0
50000,52,43343,43360,23417,21969,1300,1400,920,1700,1
140000,24,197,0,0,233,0,0,233,0,0
260000,35,7967,67650,6000,0,67650,6000,0,88348,0
90000,29,19450,3123,2121,3113,0,3509,3113,0,0
240000,33,240878,233838,238067,242579,10000,11000,10000,10000,0
510000,35,2115,2116,5560,4535,1117,4560,91,69,0
110000,35,81665,46070,34419,36829,2460,2000,3000,2000,0
210000,28,11442,3738,7526,10217,3738,7526,5000,5000,0
220000,40,158,0,0,0,0,0,0,0,0
200000,35,2257,4261,1265,2473,4266,1667,2473,0,0
360000,53,10733,15206,15000,9744,15206,15032,9769,11114,0
260000,44,316,316,316,316,316,316,316,316,0
20000,33,11026,9535,10510,10472,1174,1149,501,356,0
120000,32,113869,116110,111978,112822,5498,5500,4000,4300,0
50000,33,7363,5180,31902,11044,39,32013,11079,0,0
60000,26,29649,21657,28736,42733,0,8000,15000,9000,0
200000,26,12716,16164,1954,5297,16244,1963,3359,4849,0
20000,26,1438,1261,451,-810,1261,451,0,780,0
50000,32,47858,49223,42589,639,2500,3000,7000,4000,1
50000,31,0,0,190,0,0,190,0,36059,0
230000,29,40732,44563,42804,44020,5000,0,3000,0,0
50000,27,819,3003,1677,1177,2184,5,1180,1316,0
100000,28,79580,81493,82759,83609,3790,3200,3100,3200,1
210000,42,0,0,2490,0,0,2490,0,0,1
230000,32,87764,73526,72376,76870,2630,2614,6000,0,1
500000,26,31421,22150,0,0,22157,0,0,0,0
370000,38,929,328,0,1539,328,0,1539,1815,0
230000,35,2648,191,1947,11674,200,1950,11692,10000,0
80000,29,11894,12287,12407,14360,1284,1047,2000,359,0
60000,29,55064,57833,9479,0,5000,1033,0,0,0
30000,51,25382,26480,25761,25964,1800,0,928,960,0
70000,27,-54,273,19,-254,600,19,0,0,0
410000,32,5335,5369,-281,-281,5400,0,0,0,0
280000,40,-288,-288,-288,-288,0,0,0,0,0
50000,34,46750,48317,48282,18299,2320,1282,3299,1323,0
100000,30,97062,74352,75004,76705,2800,2700,5400,3500,0
230000,29,0,0,0,0,0,0,0,0,0
50000,22,13801,9549,5385,7781,1372,1275,7900,0,0
100000,48,15355,17949,18158,18365,3164,800,800,0,0
210000,35,37148,35754,34232,32331,2000,2000,2444,1342,0
400000,37,385,12695,1290,0,13032,1290,0,0,0
20000,25,20610,20005,19331,19333,0,0,500,715,1
50000,44,2000,780,0,7472,780,0,7472,3000,0
230000,28,6666,6666,0,0,6666,0,0,0,0
220000,29,31037,6244,0,0,3050,0,0,0,0
300000,36,25239,25001,20800,0,1713,1000,0,0,0
80000,23,998,6858,1879,1145,6861,11,1146,7329,0
20000,36,16754,18873,19862,19245,2400,1600,0,1600,1
190000,26,31061,32129,33142,33726,1750,1720,1300,2600,0
160000,37,2694,38433,38870,28574,35888,1325,891,1000,0
120000,44,70096,76446,73732,12329,8100,0,247,0,0
700000,39,99259,102345,109636,326,5000,10000,326,2016,0
140000,24,0,0,0,0,0,0,0,1086,0
300000,29,24921,21333,16212,11304,2000,3000,0,5000,0
120000,33,66055,67405,68405,69387,3000,2700,2700,2600,1
280000,39,213738,228963,223810,158542,20300,0,5600,6300,0
70000,51,54968,51384,49734,50361,0,2100,1950,1900,1
20000,24,4101,507,3042,0,507,3042,0,8402,0
150000,45,2605,2605,4590,2605,2605,4590,2605,2605,0
60000,30,15380,4116,19453,17912,4147,19435,1000,1000,0
200000,51,780,0,390,780,0,390,780,0,0
50000,24,48861,48082,48614,26667,2000,2233,1083,1100,1
150000,50,55336,58255,36260,35037,5085,4000,0,2000,0
20000,22,20243,20400,19583,19983,1410,1200,534,700,0
40000,27,11058,11471,11776,12660,2000,1500,2330,2300,1
170000,33,0,7042,2986,0,7042,2986,0,0,0
50000,24,27087,26372,26992,27693,0,1400,1100,2100,0
10000,37,8755,8158,7540,8164,1167,1022,1036,0,0
200000,58,3035,199602,720,0,199646,720,0,0,0
50000,48,20944,4696,47225,16483,2360,49325,3001,1882,0
320000,28,2007,3477,3037,1633,2000,1000,1633,2000,0
20000,24,24310,23987,23353,22719,0,0,0,0,0
470000,27,152478,62084,54551,14363,3001,4005,2021,97441,1
230000,30,550,0,13013,14265,0,13013,1252,3659,0
20000,23,17246,16988,15973,18773,2000,2000,3000,0,0
30000,53,1598,2487,0,4810,2487,0,4810,2796,1
80000,23,22895,23837,24253,24562,1600,1100,1000,1100,0
110000,55,15069,16123,16850,17568,1600,1300,1000,1000,0
420000,34,88948,79783,80575,92982,30000,10575,15000,10000,0
500000,43,0,0,0,0,0,0,0,0,1
80000,22,79318,79459,79788,29069,2000,2201,2000,1000,0
350000,31,67648,68557,63179,57987,3039,2047,1750,1703,0
30000,32,0,0,0,0,0,0,0,7463,0
110000,33,0,0,0,0,0,0,0,0,1
500000,39,315201,332071,375070,354839,25000,50000,20000,19586,0
490000,38,4290,4738,2803,6027,4738,2803,6027,10722,0
300000,34,205064,-86,-86,2014,0,0,2100,0,0
50000,42,47647,50232,50510,32177,3700,3700,0,1072,1
150000,37,151117,153787,150320,147989,6500,0,512,0,1
80000,57,726,726,15400,15000,0,15400,0,0,0
40000,23,20035,21406,24735,24050,2000,4000,0,20000,0
30000,32,29095,30819,29214,29478,2500,0,910,1000,0
50000,37,30400,0,0,0,500,0,0,0,0
140000,23,44733,44144,44739,43455,2100,2027,1800,1600,0
50000,49,4987,6741,9366,8566,2000,3000,1500,1500,0
30000,25,26957,26269,17036,27497,1333,2256,27497,787,0
40000,29,26461,29425,30145,29361,3400,1500,0,5000,1
100000,43,50485,51582,52141,52691,2200,2000,2000,2500,1
130000,29,131041,133698,131990,127512,7000,5151,4464,5000,0
20000,27,20218,19194,20112,19712,1482,1400,0,0,0
50000,26,0,0,0,0,0,0,0,0,0
260000,41,1086,2853,38836,45087,3552,38836,20000,15000,0
30000,52,2450,2450,2450,2450,0,0,0,0,1
10000,31,15915,9050,9901,9975,2330,2200,1000,333,0
200000,32,43515,44557,45574,49022,1739,1756,2662,1726,0
30000,46,28234,28874,29437,27738,1484,1436,1120,995,0
180000,35,119333,123150,0,0,6000,0,0,0,0
100000,35,29109,0,0,0,0,0,0,0,0
140000,39,105192,90337,74510,73876,3000,6000,4000,4000,0
290000,34,310403,315048,314085,317631,12012,12012,11016,11088,0
20000,52,14591,15616,16628,16958,1265,1277,607,629,0
80000,40,35660,37082,38464,38922,2000,2000,1397,2500,0
500000,38,13655,8351,2340,2340,8351,2340,2340,11435,0
180000,45,4453,3310,7226,5060,3310,7228,5060,2832,0
20000,40,2946,0,390,390,0,390,390,390,0
30000,25,30606,29579,30291,30616,1800,1512,1259,2500,0
150000,33,45335,50262,54793,59244,6000,6000,6000,6000,0
280000,27,5924,5174,980,3058,5174,1078,3058,3158,0
50000,43,23587,24580,20165,10732,1800,1775,10732,384,0
20000,43,15294,16340,17359,17776,1300,1300,700,1800,0
200000,30,4935,-200,11463,11751,0,11663,9363,3232,0
210000,49,0,0,0,0,0,0,0,0,1
230000,38,224020,227311,184500,128190,8750,7470,4540,4710,0
50000,57,47917,48455,48120,28450,1988,1989,1018,1054,0
50000,55,51737,27121,28103,28814,2930,1447,1158,1041,1
70000,23,49605,51804,53041,55150,3000,2700,3000,3000,0
310000,30,1544,1648,1284,1088,1300,1000,1000,1000,0
180000,30,2488,13476,3173,13202,13476,3173,13212,6594,0
90000,24,24401,22771,19461,16181,1454,1384,407,673,0
390000,28,149445,139794,133224,106127,8046,5150,5297,5084,0
150000,34,772,337,618,150,340,618,150,150,0
